claimid,incident_date,claim_type,uninhabitable,claim_amount,fraudulent,policyid,policy_date,coverage,deductible,townsize,gender,dob,edcat,job_start_date,retire,income,marital,reside,occupancy_date,primary_residence
166411357,1/10/2008,2,0,16.023,0,ZOX-121036,1/21/1973,133,1000,2,1,4/11/1946,2,7/10/1991,0,56,1,2,7/25/1967,1
827483673,8/14/2008,2,0,10.683,0,PVC-537112,5/20/2004,78,500,4,1,8/14/1977,4,11/29/2004,0,72,0,2,4/6/2004,1
474459357,1/19/2008,2,0,3.041,0,ZHH-909494,12/1/1983,55,1000,4,0,9/1/1936,5,12/3/1979,1,10,0,1,6/9/1971,1
830058070,11/20/2008,5,0,21.482,0,VON-065060,11/21/1999,410,3000,5,0,1/22/1966,4,1/12/1994,0,61,0,1,10/10/1993,1
248577052,4/14/2008,1,0,9.089,0,UQX-654152,10/31/1990,155,1000,1,0,3/12/1936,5,3/27/1998,1,11,1,2,4/24/1982,1
951451124,8/31/2008,3,0,63.147,1,AYT-423547,2/21/2006,164,1000,5,0,11/27/1979,4,2/21/2008,0,87,0,1,10/13/2004,0
803806655,3/21/2008,1,0,12.656,0,IGR-453668,5/16/1979,196,1000,1,0,2/5/1938,4,3/1/1982,1,112,1,2,5/28/1968,1
261344572,1/10/2008,5,0,8.53,0,GLN-157627,12/2/1992,104,1000,1,0,6/12/1951,2,5/31/2004,0,39,0,1,11/22/1982,1
811253230,4/29/2008,3,0,484.012,0,QES-074243,10/25/1995,1205,3000,3,0,6/22/1962,3,9/10/2004,0,63,0,1,5/11/1992,1
243408248,1/9/2008,5,0,10.908,0,USM-271322,5/2/1990,237,3000,1,0,9/16/1946,3,11/24/1981,0,221,1,2,11/17/1983,1
502745618,1/19/2008,5,0,11.354,0,GUT-331044,7/26/1998,242,2000,2,0,9/21/1960,1,5/31/2000,0,46,0,1,8/20/1997,1
781372124,4/27/2008,5,0,5.007,0,VEH-816492,3/31/2007,168,1000,4,0,4/13/1971,4,11/20/2001,0,30,0,3,1/14/2007,1
217622885,7/19/2008,3,0,146.324,0,IGB-310621,4/21/2008,355,1000,2,1,9/26/1990,1,3/8/2008,0,19,1,7,4/21/2008,1
284179147,6/6/2008,3,0,97.959,0,SXE-016094,5/29/2008,296,3000,2,1,6/4/1986,4,12/23/2008,0,21,0,1,11/15/2006,1
580337894,8/25/2008,2,0,11.866,0,JJY-877023,6/18/2008,71,1000,1,0,1/3/1989,3,10/23/2008,0,16,0,1,6/18/2008,1
698830865,9/3/2008,1,0,25.023,0,QEQ-377080,11/30/1986,577,1000,1,1,6/30/1952,4,1/3/2004,0,51,0,1,5/18/1981,1
249294168,4/8/2008,2,0,34.619,0,JUC-942959,2/7/2007,233,2000,4,1,11/13/1985,1,1/23/2007,0,32,1,5,11/18/2005,1
325224102,3/27/2008,3,0,68.225,0,CTF-618341,8/11/1991,146,1000,1,0,3/15/1957,1,8/18/2006,0,46,1,2,7/11/1982,1
403772153,1/19/2008,5,0,10.904,0,VMD-810143,11/30/1999,212,2000,1,1,11/21/1961,2,2/10/1990,0,48,1,2,11/24/1994,1
840697219,4/8/2008,3,1,103,0,UMM-348037,6/11/1996,103,1000,1,0,12/4/1957,4,1/1/2007,0,34,0,1,11/27/1989,1
489585042,11/23/2008,2,0,88.8867,1,IQE-483664,5/21/1972,1074,2000,1,0,6/13/1941,2,12/23/1984,1,34,1,2,8/29/1971,1
559964478,3/29/2008,5,1,45.609,0,GNU-465722,10/28/1999,309,2000,1,1,1/2/1967,4,1/31/1998,0,37,0,1,1/30/1992,1
361069512,8/9/2008,5,0,5.634,0,UBR-002811,9/29/1976,127,3000,2,1,8/10/1937,4,9/30/1998,0,102,0,1,5/6/1961,1
860339601,1/19/2008,5,0,3.59,0,NQX-365025,9/28/1982,65,500,1,0,1/4/1939,4,6/7/1987,1,13,1,2,9/6/1969,0
624453027,6/24/2008,1,0,13.441,0,PYE-096697,6/21/2002,316,1000,1,0,10/10/1963,3,4/27/2000,0,84,1,3,9/11/1996,1
286718611,1/10/2008,5,0,3.749,0,FPO-871010,4/25/1985,56,500,3,0,9/10/1934,5,2/21/1975,1,12,0,1,11/2/1976,1
457286683,9/8/2008,1,1,74.641,0,IJT-354809,9/23/2005,491,3000,1,1,4/25/1978,5,9/7/2007,0,55,0,1,7/27/2003,1
684095613,7/13/2008,3,1,187,0,GXB-317588,1/18/1989,187,1000,4,0,4/12/1950,1,2/23/1990,0,72,0,1,10/5/1983,1
933161567,10/27/2008,2,0,8.259,0,JEA-012022,11/15/2003,58,2000,3,1,4/6/1981,2,6/3/2005,0,26,0,3,11/17/2002,1
354258230,1/2/2008,1,0,26.325,0,BPB-282784,5/26/1999,474,2000,4,1,5/9/1942,3,4/23/1979,1,25,0,1,12/29/1998,1
117537837,11/27/2008,5,0,4.877,0,MDZ-929866,12/12/2001,106,1000,2,0,9/14/1967,2,9/11/2005,0,30,0,1,12/24/1995,1
295055891,10/18/2008,2,0,97.702,0,YEZ-544034,12/23/1978,1055,3000,2,0,3/1/1948,4,2/21/1987,0,698,0,1,7/12/1969,1
504011853,3/23/2008,5,0,46.649,0,SXK-982256,12/12/2004,1001,2000,1,1,8/26/1965,5,6/29/1995,0,113,1,7,12/7/1998,1
938721501,9/16/2008,3,0,249.15,0,WEJ-033522,3/2/1993,658,3000,1,0,7/19/1963,4,12/12/2002,0,162,1,3,5/19/1985,1
269424868,3/18/2008,4,0,33.314,0,BNZ-688421,1/25/2008,85,1000,5,1,10/28/1990,2,4/10/2008,0,20,1,5,1/25/2008,1
532218709,5/29/2008,2,0,16.405,0,WLH-309461,3/16/2007,108,2000,4,1,1/27/1971,3,6/28/2007,0,22,0,1,1/17/2003,1
404092012,7/7/2008,1,0,60.303,0,KHC-986649,8/24/1993,1186,3000,4,0,8/2/1944,3,11/4/1998,0,154,1,3,5/21/1984,1
989642720,4/6/2008,1,0,139.924,0,REP-921596,6/15/1974,2720,3000,3,1,6/9/1944,2,2/15/1992,0,185,0,1,2/21/1967,1
605881835,11/5/2008,3,0,76.324,0,XJE-203901,1/31/2008,216,3000,4,0,7/21/1980,2,6/16/2008,0,29,0,3,8/1/2003,1
591262593,3/11/2008,5,0,4.364,0,KDC-111070,8/23/1987,71,1000,1,0,8/15/1932,1,1/28/1965,1,17,1,2,1/5/1978,1
57726198,7/29/2008,5,0,9.755,0,UYI-827912,12/18/1996,220,2000,4,1,6/27/1966,2,1/5/1993,0,39,1,3,9/4/1992,0
594958262,4/22/2008,5,0,9.881,0,JJD-442407,7/9/1995,165,3000,2,1,12/14/1965,2,7/6/2006,0,32,1,5,12/27/1992,1
856787735,3/29/2008,2,0,13.19,0,OBO-462813,5/22/1988,129,1000,1,1,11/29/1959,2,7/29/1998,0,41,0,1,9/16/1980,1
646354377,10/5/2008,5,0,50.257,0,CXD-663997,10/17/2002,1082,3000,5,1,2/10/1958,2,7/7/1998,0,98,0,1,10/20/1995,1
529767017,4/14/2008,3,0,268.741,0,WKY-855765,8/10/1993,695,3000,2,0,11/10/1952,4,9/12/2001,0,44,1,2,9/15/1986,1
932047990,8/10/2008,5,0,15.888,0,FHY-520002,11/18/1989,302,3000,2,0,8/30/1954,3,7/3/1990,0,98,1,3,10/14/1979,1
528995218,10/9/2008,3,1,82,0,GOD-880700,5/21/2008,82,1000,2,0,6/12/1982,4,1/2/2007,0,48,1,4,12/20/2003,1
198949840,6/27/2008,5,0,8.7276,1,XHN-080746,7/26/1987,167,1000,4,1,9/3/1949,2,12/19/2000,0,50,0,1,2/26/1982,1
145088769,8/29/2008,2,1,63.843,0,UTM-659400,6/24/1986,206,1000,5,1,3/10/1948,2,9/9/1996,0,32,0,1,5/18/1981,1
239162047,9/16/2008,1,0,8.45,0,PGP-792124,8/13/1995,249,1000,3,0,11/23/1960,2,1/30/1992,0,53,0,2,5/9/1989,1
436554508,1/10/2008,3,0,41.27,0,XGT-496762,2/20/1977,101,500,1,0,3/6/1943,1,4/16/2000,0,43,1,2,9/17/1969,1
635940449,4/10/2008,4,0,247.906,0,SWF-362355,12/31/2006,568,3000,2,0,8/11/1986,4,7/13/2008,0,26,0,1,9/1/2005,1
642934354,4/9/2008,2,0,7.526,0,VXM-729757,4/8/2008,58,500,4,0,7/21/1990,2,5/27/2008,0,30,0,1,6/22/2008,1
713667541,8/8/2008,2,0,23.37195,1,PAV-901190,7/13/2002,281,1000,3,1,6/6/1969,1,12/17/1996,0,60,0,1,12/22/2000,1
734247500,3/30/2008,1,0,16.461,0,ZEA-775313,12/24/1992,269,1000,3,1,11/28/1953,1,9/23/1992,0,48,1,2,5/4/1986,1
809668214,9/12/2008,5,0,19.126,0,PQO-570814,8/29/1987,341,2000,2,1,7/12/1939,3,5/10/1994,0,74,1,2,9/24/1978,1
975762073,9/3/2008,3,1,76,0,LUL-840366,11/19/2005,76,500,4,1,10/7/1984,3,3/12/2008,0,16,1,4,9/13/2004,1
216222206,8/24/2008,2,0,58.527,0,IIE-329323,2/4/1990,742,3000,3,1,11/6/1957,5,1/20/2001,0,138,1,5,3/13/1984,1
626792878,3/6/2008,3,0,65.159,0,HFQ-689119,3/26/1979,174,1000,3,0,9/10/1937,2,7/27/1975,1,30,1,2,12/16/1968,1
791370134,10/13/2008,3,0,85.156,0,OXO-139208,5/24/1983,232,3000,2,0,12/18/1948,1,5/6/2003,0,47,0,1,7/4/1975,1
948390261,9/22/2008,2,0,7.735,0,MRO-047925,12/21/1994,93,1000,2,0,12/16/1954,2,3/4/2006,0,28,0,1,11/28/1990,1
507734895,5/3/2008,5,0,14.202,0,FII-984293,11/10/1993,322,1000,4,0,1/30/1945,4,5/30/2004,0,53,1,2,5/9/1987,1
388188323,4/5/2008,4,0,107.017,0,TQV-529856,10/19/1994,258,1000,3,1,12/22/1957,2,10/5/2002,0,42,1,2,9/6/1993,1
53687161,11/9/2008,4,0,38.404,0,ZCK-628715,6/3/1995,125,1000,3,0,11/10/1961,2,6/21/1996,0,52,0,4,9/16/1993,0
111718974,7/2/2008,3,1,86,0,NTR-517733,10/12/1996,86,1000,1,1,6/27/1942,1,1/26/1994,0,43,0,1,9/18/1988,1
732637374,2/26/2008,3,0,136.658,0,MLW-057232,8/26/1984,366,1000,3,1,11/10/1936,4,2/9/2001,1,29,1,2,10/6/1974,1
492013015,8/6/2008,5,0,31.575,0,GUB-567340,5/13/1994,702,1000,5,1,9/3/1940,3,3/2/1973,0,201,1,2,5/13/1986,1
147752564,10/25/2008,5,0,2.078,0,YQD-910816,3/3/1995,83,500,2,0,10/22/1963,4,12/27/2002,0,106,0,4,12/9/1994,1
452976306,6/19/2008,3,1,165,0,UYM-048403,9/11/1983,165,2000,1,0,8/13/1952,1,11/6/1989,0,94,0,1,1/6/1973,1
685559634,3/16/2008,4,1,176,0,ZZF-547307,9/2/1999,176,1000,2,0,5/1/1945,2,5/3/1999,0,49,0,1,9/24/1991,1
433118079,9/11/2008,3,0,47.056,0,GUU-337050,6/2/1998,128,1000,3,1,6/5/1964,4,7/11/2003,0,32,0,2,10/24/1992,1
803218850,1/10/2008,1,0,2.295,0,RGY-624226,9/27/2006,86,500,2,1,6/20/1972,2,3/31/1996,0,28,0,1,1/1/2001,1
328716146,11/1/2008,3,0,530.239,0,BXQ-780399,6/26/1979,1314,3000,2,0,7/6/1937,3,11/8/1980,0,163,1,2,3/22/1965,1
177940956,9/9/2008,5,0,5.211,0,DQB-474824,12/9/1999,178,1000,2,0,12/16/1969,1,7/8/1995,0,54,0,1,7/1/1996,1
912683308,11/10/2008,5,0,4.609,0,RVN-245019,11/20/1995,132,1000,2,0,3/18/1933,3,9/2/1975,1,19,1,2,2/22/1989,1
86756548,10/16/2008,5,0,8.0304,1,LTG-538500,3/26/1995,76,500,4,0,10/11/1959,2,11/26/2001,0,52,1,4,7/19/1988,1
366482001,3/10/2008,1,0,3.6,0,WEN-519584,2/4/2004,62,500,1,0,11/3/1984,3,5/14/2007,0,38,0,3,1/4/2004,1
73339577,8/25/2008,1,0,5.815,0,CUK-221746,4/15/1997,155,1000,3,1,3/27/1970,4,7/10/2004,0,142,1,3,5/9/1995,1
499738133,6/11/2008,4,1,484,0,KTR-568073,2/14/1997,484,3000,3,0,6/8/1959,3,5/13/1986,0,89,0,1,6/20/1990,0
849721447,11/22/2008,3,0,54.078,0,LUL-482140,1/16/1977,122,1000,3,0,10/4/1937,4,1/1/2004,1,20,1,2,4/7/1967,1
807585127,1/31/2008,3,0,118.204,0,WKE-140995,1/1/2001,311,1000,1,0,3/18/1953,1,11/16/1999,0,37,1,3,11/13/1994,1
575051894,8/4/2008,5,0,9.939,0,NRQ-376872,9/12/1986,212,2000,3,1,4/25/1942,4,3/2/1992,1,60,0,1,4/18/1981,1
529754914,8/4/2008,5,0,63.426,0,LVO-084389,3/13/2000,1306,3000,1,0,11/23/1966,5,12/2/2006,0,131,1,3,10/12/1993,1
213008825,4/6/2008,2,0,14.745,0,KXY-775969,7/18/2006,95,1000,4,0,11/23/1985,1,12/16/2004,0,15,0,1,4/27/2006,1
937801836,10/30/2008,2,0,11.693,0,HMG-328307,8/20/2007,194,2000,2,0,7/10/1982,4,11/2/2007,0,38,1,4,7/16/2002,1
444622619,2/11/2008,3,1,109,0,YEF-562930,6/8/2003,109,1000,1,1,8/11/1979,3,8/23/2007,0,59,1,3,7/15/2002,0
786654138,10/14/2008,3,0,68.2563,1,ANC-344939,11/2/2004,191,3000,5,0,10/5/1975,3,4/26/2007,0,22,0,1,9/5/2003,1
360709967,6/16/2008,1,0,3.726,0,PBX-885023,5/23/1966,138,3000,1,0,5/9/1933,1,7/22/1989,0,33,1,2,11/20/1958,1
996780307,7/2/2008,1,0,21.911,0,TUO-270433,5/5/1997,441,1000,1,0,5/23/1966,4,7/4/2002,0,50,1,5,7/19/1993,1
701896949,7/17/2008,1,0,38.72,0,BOG-133674,4/24/1991,855,3000,5,1,8/29/1941,4,8/23/1979,1,73,0,1,3/16/1981,1
120142021,2/7/2008,4,1,73,0,ZBN-200198,6/3/2003,73,1000,2,0,10/31/1979,4,6/11/2007,0,56,0,1,5/9/1998,1
505009474,8/26/2008,5,0,7.1274,1,AAV-465679,1/11/1985,265,2000,1,0,10/23/1962,2,8/15/1992,0,84,0,1,7/23/1984,1
701098032,2/8/2008,1,0,33.041,0,AUQ-877785,3/7/1991,659,3000,3,0,10/4/1943,2,3/9/1999,0,85,1,3,1/6/1986,1
878620834,3/20/2008,5,1,23.055,0,NNT-797139,2/24/2002,141,3000,1,0,3/14/1962,2,7/16/2005,0,45,1,2,10/10/1995,1
230255197,9/6/2008,3,0,35.094,0,FPX-645431,4/25/1973,98,1000,4,0,2/25/1935,3,9/26/1985,1,14,1,2,8/9/1962,1
324448854,7/11/2008,1,0,9.681,1,VVY-480962,9/30/1993,92,2000,4,0,2/17/1942,2,12/21/2002,0,34,1,2,5/2/1986,1
835800190,9/3/2008,5,0,8.21,0,GRC-426569,6/28/1993,101,500,4,1,2/12/1953,1,9/6/1989,0,90,0,1,12/5/1985,1
394500707,6/10/2008,1,0,5.027,0,HDB-845431,8/26/1993,110,500,2,0,9/27/1950,2,12/26/1989,0,86,0,1,7/18/1992,1
610690782,3/4/2008,5,0,53.8,0,SDM-562284,8/15/1982,1058,2000,4,1,9/5/1947,3,4/2/1982,0,259,1,5,1/10/1974,1
698864294,10/14/2008,1,0,3.192,0,XKA-096576,10/15/1977,74,3000,3,1,7/11/1950,4,1/12/1988,1,9,0,1,1/27/1977,1
884471249,7/15/2008,3,0,204.3447,1,WZW-293367,3/12/2001,495,3000,4,0,1/16/1963,3,4/16/2005,0,55,0,1,1/16/1997,1
166128407,10/8/2008,5,0,9.392,0,GTS-762539,4/20/2000,196,1000,5,0,7/23/1968,4,6/22/2004,0,52,0,1,5/31/1993,1
667037969,7/28/2008,3,0,83.393,0,EVA-511692,7/3/1977,215,500,1,0,11/27/1936,3,3/9/1978,1,15,0,1,4/9/1963,1
961598133,9/3/2008,4,0,446.105,0,RRB-030708,8/24/1990,1044,1000,4,0,12/4/1947,2,12/30/1975,0,202,1,5,1/31/1983,1
79420819,11/1/2008,3,0,103.024,0,JGU-769485,5/14/1997,247,3000,4,0,2/25/1967,2,11/24/2003,0,41,1,3,4/30/1990,1
22498733,11/28/2008,2,0,3.541,0,FSG-769102,3/1/1990,91,500,2,0,3/23/1931,3,1/26/1990,1,12,1,2,10/10/1982,1
899375171,9/3/2008,5,0,60.717,0,XXK-632809,6/2/1994,1386,3000,2,1,3/8/1966,4,9/17/2004,0,133,0,1,1/1/1994,1
434362958,10/27/2008,5,0,8.576,0,HWC-972747,2/14/2005,149,2000,3,1,5/27/1968,3,4/1/2003,0,85,1,5,3/12/1999,1
848978008,9/3/2008,1,0,7.266,0,THZ-022692,11/21/1970,230,3000,4,1,10/27/1938,4,10/7/1981,1,11,0,1,11/27/1966,1
860985916,7/1/2008,5,0,20.656,0,VVO-275967,4/23/1977,470,3000,3,0,6/23/1953,2,3/22/1987,0,82,1,4,11/5/1973,1
747564638,5/5/2008,5,0,4.15065,1,KCA-461688,2/28/1997,66,200,5,1,4/1/1941,2,1/24/1995,1,9,0,1,6/27/1988,1
318782862,1/9/2008,4,0,59.6904,1,LNV-501118,11/11/1992,127,3000,3,0,9/11/1939,3,1/9/2003,0,38,0,1,2/2/1987,1
819570204,6/2/2008,5,0,2.052,0,WBV-100358,7/26/1998,70,1000,5,0,12/31/1970,3,12/27/2004,0,23,1,3,9/27/1992,1
473883824,9/15/2008,1,0,10.173,0,EHE-066781,11/6/2003,302,3000,1,0,1/2/1977,1,5/13/1998,0,29,0,4,3/20/1998,1
10125427,1/29/2008,1,0,15.55575,1,SFO-296124,5/2/2002,334,3000,3,0,1/8/1981,1,8/17/2007,0,27,1,5,12/18/2000,1
525313146,9/4/2008,5,0,5.119,0,QWW-468866,8/11/2000,110,1000,2,0,5/11/1972,4,6/19/2004,0,70,0,3,3/3/1993,1
730541186,2/13/2008,3,1,81,0,RYI-896332,12/26/2006,81,2000,3,1,5/24/1975,3,4/27/2002,0,45,1,4,8/19/2005,1
273793096,2/3/2008,4,1,254,0,TDL-075798,6/17/1983,254,2000,5,1,11/24/1951,3,6/6/1999,0,82,1,2,1/15/1973,1
709515993,9/22/2008,5,0,10.273,0,VLZ-342309,11/8/1986,180,1000,4,0,1/13/1949,3,6/7/1986,0,79,0,1,11/17/1976,1
35663360,9/18/2008,4,1,85,0,QID-512798,9/22/1985,85,1000,2,0,8/7/1947,3,2/11/1999,0,31,0,1,10/7/1979,1
795397254,4/2/2008,5,0,4.564,0,KYX-155788,10/7/1991,164,3000,3,0,2/8/1964,4,9/29/1999,0,117,1,2,12/31/1988,0
669460243,7/21/2008,2,0,29.038,0,DQU-936614,1/26/2005,205,3000,1,0,12/29/1960,2,10/29/1992,0,92,1,2,12/19/1999,1
687205410,3/16/2008,5,0,14.36,0,FJS-182654,9/2/1966,236,500,2,0,10/17/1936,2,1/27/1968,1,112,0,1,2/15/1965,1
544131297,4/9/2008,4,0,64.956,0,FBL-527375,12/8/1994,159,1000,1,0,7/30/1952,5,3/15/1998,0,159,1,2,7/5/1987,1
388749210,6/10/2008,3,0,48.69,0,SMY-080394,11/16/2007,145,1000,4,1,12/15/1977,1,7/28/2003,0,24,1,5,7/14/2004,1
621165540,2/5/2008,1,0,7.952,0,KBP-868140,11/21/1995,117,1000,1,0,5/19/1949,2,4/17/2003,0,31,1,4,3/7/1987,1
755609388,3/25/2008,4,1,217,0,GUO-052494,8/22/1976,217,2000,5,0,2/13/1940,2,4/11/1997,0,66,1,5,7/22/1967,1
530537815,2/29/2008,3,0,70.066,0,ZDO-322568,6/1/2000,165,1000,1,1,10/5/1944,1,9/26/1997,0,73,1,2,1/24/1994,1
49317052,8/29/2008,1,0,4.741,0,HCR-583824,5/31/2002,119,2000,2,0,10/19/1978,2,12/28/2002,0,78,1,2,3/10/2000,1
987361099,1/16/2008,1,0,17.888,0,FTB-039367,6/18/1994,421,2000,3,1,5/23/1953,5,9/25/2003,0,120,0,1,8/8/1993,1
785944362,2/17/2008,2,0,76.804,0,STF-378220,4/28/1984,690,1000,1,0,12/6/1944,2,10/3/1998,0,46,1,2,6/28/1975,1
986325286,11/4/2008,1,0,48.943,0,YTH-165053,7/8/1976,887,3000,2,0,1/9/1941,2,12/3/1985,1,61,0,1,1/24/1970,1
223475369,10/26/2008,5,0,8.093,0,ITC-830211,4/17/2006,213,3000,1,0,8/20/1982,3,7/4/2005,0,25,0,1,8/6/2005,1
292629267,4/17/2008,4,1,190,0,PSI-086946,8/31/1995,190,1000,2,1,2/18/1970,2,4/7/2003,0,52,1,3,12/16/1993,1
673275094,6/4/2008,1,0,5.519,0,HNC-666303,2/27/1985,119,1000,1,1,2/22/1953,5,7/20/1997,0,50,0,1,7/3/1977,1
17624304,5/29/2008,5,0,6.302,0,GVP-801722,5/14/1998,176,2000,2,0,7/16/1954,1,8/18/1996,0,81,0,1,5/2/1993,1
255243379,5/6/2008,2,0,32.068,0,UHZ-458920,5/16/1995,306,1000,3,0,3/27/1954,4,12/22/2000,0,126,1,5,6/19/1988,1
400102534,6/4/2008,2,0,7.695,0,CUK-372115,9/7/2005,77,3000,1,0,8/7/1948,3,12/4/1987,1,53,0,1,6/9/2004,1
664257981,4/26/2008,3,0,67.899,0,CXI-680441,3/9/2005,171,500,4,0,1/19/1977,4,3/28/2008,0,32,1,2,7/27/1999,1
135902278,2/13/2008,5,0,6.855,0,NCB-745260,2/4/1995,154,1000,2,1,4/17/1961,2,2/24/2002,0,28,1,2,6/20/1989,1
339449059,11/27/2008,3,0,72.687,0,OQO-156985,9/24/2004,176,1000,4,1,10/22/1985,2,5/21/2006,0,18,0,3,5/20/2004,1
943782305,4/9/2008,5,0,4.039,0,JWM-355913,11/25/2007,73,500,5,1,11/10/1987,2,10/11/2008,0,16,1,4,8/2/2007,0
287884671,9/29/2008,2,0,30.624,0,NCH-409734,1/1/1997,304,1000,3,1,10/25/1961,3,9/10/1987,0,67,1,2,7/25/1990,1
320205254,11/8/2008,4,0,40.101,0,TSV-642261,8/8/2006,128,500,4,0,10/21/1981,3,5/20/2006,0,49,0,2,2/11/2003,1
409674456,11/1/2008,2,0,19.419,0,EEE-079989,8/10/2007,187,1000,3,0,2/26/1978,1,10/26/2000,0,26,0,2,7/13/2002,1
637823096,8/18/2008,2,0,25.928,0,AFD-678236,6/24/2002,290,1000,3,1,6/25/1980,5,8/27/2007,0,65,1,5,5/7/2001,1
21594363,7/20/2008,4,0,151.93,0,VZO-632125,4/16/1999,396,3000,3,1,8/31/1948,1,9/18/1979,0,114,0,1,12/10/1997,1
512489279,11/15/2008,4,1,76,0,HZX-595495,4/26/2008,76,3000,1,1,4/29/1990,2,12/4/2008,0,17,1,3,4/26/2008,1
994635058,7/24/2008,4,1,1000,0,XNG-924480,4/2/1999,1000,3000,2,1,10/19/1963,4,7/7/2000,0,122,1,2,4/5/1991,1
300879039,7/14/2008,3,0,44.16825,1,DRH-334995,5/31/2004,88,500,2,0,1/4/1963,4,3/29/1996,0,113,0,1,11/11/1998,1
198422564,9/30/2008,5,1,10.425,0,HWZ-107438,9/29/1981,93,200,4,0,12/14/1936,2,9/15/1974,1,67,0,1,6/3/1973,1
410807548,8/14/2008,3,1,229,0,SKF-743112,7/26/2005,229,1000,3,1,8/25/1955,2,1/3/2005,0,46,1,2,6/4/2001,1
551460032,6/14/2008,1,0,4.069,0,ERB-303310,5/12/1996,75,500,3,1,4/19/1948,3,7/21/1993,0,32,1,2,7/7/1988,1
346274019,7/24/2008,1,0,11.338,0,DJA-251844,12/12/1995,320,3000,3,0,2/8/1960,3,12/24/2001,0,90,1,4,6/24/1989,1
733788039,1/22/2008,5,0,7.97685,1,BKM-020159,10/25/1999,191,1000,4,1,12/31/1973,4,8/15/2008,0,53,0,1,5/7/1999,1
618066482,11/19/2008,5,0,23.676,0,LQT-616259,3/13/2008,509,1000,4,1,4/15/1988,1,1/21/2006,0,28,1,5,4/11/2007,1
35324637,3/4/2008,5,0,3.318,0,GUI-964298,11/25/2007,61,1000,2,1,10/24/1986,2,5/22/2007,0,14,1,5,9/28/2007,1
639975186,5/5/2008,5,1,25.62,0,DJU-906928,7/2/1978,185,1000,2,0,11/29/1937,1,12/18/1974,1,47,0,1,5/9/1968,1
385492794,7/11/2008,5,0,4.551,0,NZN-632058,6/6/1994,115,3000,1,0,10/10/1967,2,1/22/1999,0,39,0,1,3/18/1994,1
488088877,10/14/2008,1,0,4.453,0,NCH-165895,9/26/1987,88,500,2,0,10/2/1946,2,2/18/2006,0,30,1,2,11/14/1979,1
65260831,11/22/2008,5,0,8.45,0,IOX-378075,6/14/2004,105,500,3,0,10/10/1981,3,5/25/2004,0,15,1,2,10/29/2002,1
769969516,2/1/2008,2,1,98.289,0,ENS-314594,10/29/1998,331,1000,4,1,6/9/1932,1,4/17/1990,0,56,0,1,8/18/1991,1
792359323,7/4/2008,3,1,113,0,JFW-602627,4/20/2003,113,1000,5,0,11/26/1981,3,7/21/2003,0,49,0,2,8/31/2002,1
639011762,9/14/2008,5,0,4.114,0,NFZ-423965,6/8/2007,60,2000,3,1,5/31/1964,2,12/22/1997,0,39,0,1,4/17/2006,1
816273287,11/4/2008,3,0,51.8238,1,CEE-012278,8/16/2001,101,1000,1,1,1/30/1975,4,9/28/2004,0,22,0,5,5/11/1999,1
525928989,10/6/2008,5,1,9.888,0,USW-996694,1/23/1990,75,500,5,1,1/20/1933,4,7/17/1989,1,9,1,2,10/18/1984,1
917151145,4/19/2008,3,0,310.084,0,OBN-932072,10/29/1987,780,3000,2,1,11/27/1956,2,12/5/1991,0,73,0,1,4/25/1977,1
604560811,8/1/2008,1,0,6.38,0,ZST-940750,12/6/1991,177,3000,1,0,6/2/1936,3,8/9/2000,0,46,1,2,3/14/1986,1
497667637,1/15/2008,1,0,9.901,0,EFL-239616,10/5/1991,213,1000,4,0,7/29/1955,2,12/10/1989,0,148,1,2,5/26/1986,1
821482162,4/13/2008,1,0,9.004,0,KTQ-909414,1/26/2001,177,3000,1,0,10/13/1969,2,8/30/1997,0,64,0,1,9/14/1995,1
6347626,2/22/2008,4,1,212,0,HKW-729955,4/9/2007,212,2000,2,0,10/4/1982,2,3/27/2003,0,21,1,6,11/16/2001,1
92559758,9/27/2008,5,0,4.919,0,EVB-284302,1/30/2005,92,3000,5,0,12/6/1981,2,10/7/2002,0,20,0,1,2/1/2002,1
687592040,9/27/2008,4,1,457,0,YEY-350740,11/19/1994,457,3000,3,1,7/9/1968,2,12/18/2002,0,61,1,3,7/27/1992,1
47529128,4/10/2008,1,0,5.594,0,NAZ-011810,4/28/2003,173,2000,2,0,3/1/1971,1,5/27/2000,0,43,1,5,1/7/1997,1
54308987,8/3/2008,3,1,176,0,AHS-154458,10/12/1982,176,2000,5,0,9/9/1957,1,11/28/1992,0,63,1,6,10/25/1981,1
654876094,2/17/2008,1,0,7.771,0,DME-711534,2/12/1992,109,1000,5,1,9/26/1964,4,10/4/1998,0,88,0,1,8/26/1986,1
459324660,4/10/2008,5,0,3.1836,1,ZSF-399454,9/10/2003,73,1000,1,1,7/10/1975,3,7/23/2001,0,27,1,4,2/10/2001,1
546107163,7/11/2008,3,0,186.127,0,FZS-042580,3/7/1992,417,1000,4,1,8/13/1959,2,5/20/2003,0,61,1,3,3/30/1984,1
463891452,6/7/2008,1,1,21.225,0,CKT-086979,8/7/1976,135,1000,4,0,1/30/1937,3,3/17/1981,1,32,0,1,3/24/1964,0
550384722,1/20/2008,2,0,103.181,0,UVK-067125,1/18/1998,1037,3000,4,1,2/19/1975,4,5/11/2006,0,160,1,2,12/12/1996,1
